Date,NEE,Reco_Fraction,ToverET,WUE,NDVI,GPPoverNDVI,EF,GPP_DT,Reco_DT,H_corr,ET_corr,GPP_DT,Reco_DT,Tr_Wm2,tau,UoverUstar,DOY,Precip_14D,Precip_7D,Precip_3D,Precip_1D,gdd,T_tmpr_rh_mean_x,D5TE_VWC_100cm_Avg,D5TE_VWC_5cm_Avg,P_ET_cumdiff,Rn_new
2016-05-01,2.9112614999999997,0.9127780037024799,0.044213634656260103,0.13571574205776038,0.308,1.6877140280241232,0.6925149528556598,0.5167467825847446,5.686972264732482,31.2957193224595,2.398098741196787,0.5167467825847446,5.686972264732482,4.298644594463638,0.10911155674002264,29.382806209873547,125.0,11.502571428571429,11.502571428571429,5.950857142857143,2.032,0.1565800000000002,13.517997540178571,0.3612276785714285,0.3022752976190476,3.317637697599578,98.97700476935684
2016-05-02,3.4114241475,0.9216068319967294,0.042840599157268344,0.12258624890938499,0.30886250000000004,1.5119392750907943,0.7136625065043648,0.4632346084910458,5.632907367484451,28.727073558534833,2.40655454223016,0.4632346084910458,5.632907367484451,4.122501995945588,0.10069617916861356,28.59659796728255,125.5,12.2555,11.207749999999999,5.68325,2.19075,0.27401500000000034,13.577813316406251,0.36107421874999995,0.2934466145833333,2.9408491985694782,94.95811221124431
2016-05-03,3.1559571,0.9300340273237855,0.04093997791891839,0.10951431742018235,0.31184652777777777,1.5119392750907943,0.7374887083414586,0.41339207449823423,5.64422187110743,26.42071551021039,2.5316483278431714,0.41339207449823423,5.64422187110743,3.994072133635894,0.1098237237589818,27.655613364680836,126.0,15.042444444444445,13.179777777777778,7.676444444444444,4.148666666666667,0.3653533333333338,13.731328376157409,0.36095370370370367,0.29292592592592587,4.708844720905122,89.46602428370487
2016-05-04,3.080312712,0.9366914561932796,0.04307825752064254,0.0988774232519509,0.316315625,1.5119392750907943,0.7605270976561618,0.37453633786267865,5.809539742255344,24.289215938952758,2.734500769842609,0.37453633786267865,5.809539742255344,4.384227446735791,0.11283585966926339,27.42937220701687,126.5,19.5834,17.0688,11.531600000000001,6.0451999999999995,0.5214375000000004,14.186672861458334,0.36320416666666666,0.2989864583333333,8.168027870961945,88.07503450700223
2016-05-05,3.288267163636363,0.9419455999185515,0.057896029586929285,0.0988774232519509,0.32186477272727276,1.3574446685893482,0.7807261145823604,0.34465523322829683,6.033205530368539,22.280117301641898,2.8399085039581147,0.34465523322829683,6.033205530368539,5.933070734860425,0.1094509488593994,28.38507943457181,127.0,23.92218181818182,20.38927272727273,15.009090909090911,6.119090909090909,0.7236495454545459,14.584717819128787,0.36596875,0.3029204545454545,11.242316579907634,93.14771860476209
2016-05-06,3.4542348749999996,0.9465737051867417,0.059231754331740744,0.09018929732290938,0.32822395833333334,1.3574446685893482,0.7995247099746451,0.3177913148113041,6.266463463330514,20.36003752538323,2.8744473596125797,0.3177913148113041,6.266463463330514,6.00011421495962,0.11138679854943152,28.389806869744007,127.5,27.813000000000002,23.4315,16.531166666666667,5.884333333333334,0.8921595833333337,14.832323365451389,0.3681345486111111,0.30655381944444443,13.76511316757618,88.56648004581865
2016-05-07,3.388763229230769,0.9500816410225652,0.07149614574997783,0.09018929732290938,0.33520625,1.236498933545335,0.7971652599498632,0.29811550300918704,6.389346919475211,21.841652471577646,3.010092868305829,0.29811550300918704,6.389346919475211,8.185330872469883,0.110977196286815,28.86041731406732,128.0,31.574153846153845,26.474615384615387,16.509999999999998,5.900615384615384,1.0347450000000005,14.792951809294872,0.3685961538461538,0.3071266025641025,16.000260868639003,94.03351599024339
2016-05-08,3.7174744028571425,0.9529744537917632,0.07679824679244954,0.09018929732290938,0.342678125,1.1342449631430742,0.7952192472801796,0.28033077917116805,6.302026945749674,23.328083122256235,3.1513894101498114,0.28033077917116805,6.302026945749674,9.410563917637544,0.13016767096647702,29.080261048933536,128.5,34.798,29.046714285714284,16.002000000000002,5.479142857142857,1.1569610714285719,14.288826033482142,0.3685126488095238,0.30767559523809523,17.51869754551696,96.08380864009544
2016-05-09,3.8918105871428565,0.9614468344112245,0.08812849896327613,0.07397239981508653,0.35394999999999993,0.8881917054790034,0.7837080090781585,0.2234922456610362,6.235843627180874,25.831043311274048,3.1781284911409733,0.2234922456610362,6.235843627180874,11.847839837170397,0.13318618974591784,30.93116619904458,129.5,39.07971428571428,32.675285714285714,15.838714285714287,4.880428571428571,1.3530875000000004,14.070332898065477,0.36891443452380945,0.30396875,18.56837637255335,100.8401654721403
2016-05-10,3.970236407142857,0.9718663522017952,0.10611646023111525,0.04792881265187119,0.3665857142857143,0.69789142142854,0.7728162361615541,0.16619974555304626,6.211023574511551,28.01350232483669,3.2173909611459224,0.16619974555304626,6.211023574511551,14.107489062277926,0.13339019223962048,32.814932515335286,130.5,43.45214285714286,34.97942857142857,15.330714285714285,4.9711428571428575,1.549213928571429,14.221067158482143,0.3690223214285714,0.29862053571428565,20.322128268550284,103.81633496842642
