timedate,Calcium,Magnesium,Potassium,Sodium,Chlorides,Nitrates,Sulfates,Discharge
,mmol/L,mmol/L,mmol/L,mmol/L,mmol/L,mmol/L,mmol/L,m3/s
2021-10-09 07:11:00+00:00,1.68,1.23,0.06,0.55,0.84,0.23,0.29,12.49
2021-10-09 07:39:00+00:00,1.64,1.21,0.06,0.55,0.83,0.23,0.29,12.49
2021-10-09 07:40:00+00:00,1.67,1.2,0.06,0.56,0.84,0.23,0.28,12.49
2021-10-09 08:08:00+00:00,1.66,1.21,0.06,0.55,0.82,0.23,0.29,12.49
2021-10-09 08:09:00+00:00,1.66,1.21,0.06,0.55,0.83,0.23,0.28,12.49
2021-10-09 08:37:00+00:00,1.66,1.21,0.07,0.53,0.81,0.23,0.29,12.54
2021-10-09 08:39:00+00:00,1.64,1.21,0.06,0.55,0.83,0.23,0.29,12.6
2021-10-09 09:06:00+00:00,1.65,1.2,0.07,0.52,0.8,0.23,0.28,12.71
2021-10-09 09:08:00+00:00,1.66,1.21,0.06,0.55,0.82,0.23,0.29,12.71
2021-10-09 09:36:00+00:00,1.63,1.19,0.06,0.51,0.78,0.23,0.28,12.66
2021-10-09 09:37:00+00:00,1.66,1.21,0.07,0.53,0.81,0.23,0.29,12.66
2021-10-09 10:05:00+00:00,1.59,1.16,0.07,0.49,0.76,0.23,0.27,12.77
2021-10-09 10:06:00+00:00,1.65,1.2,0.07,0.52,0.8,0.23,0.28,12.77
2021-10-09 10:34:00+00:00,1.55,1.12,0.08,0.46,0.74,0.23,0.25,12.88
2021-10-09 10:36:00+00:00,1.63,1.19,0.06,0.51,0.78,0.23,0.28,12.88
2021-10-09 11:03:00+00:00,1.49,1.07,0.09,0.43,0.71,0.22,0.23,12.88
2021-10-09 11:05:00+00:00,1.59,1.16,0.07,0.49,0.76,0.23,0.27,12.88
2021-10-09 11:33:00+00:00,1.45,1.04,0.09,0.41,0.68,0.22,0.22,13.05
2021-10-09 11:34:00+00:00,1.55,1.12,0.08,0.46,0.74,0.23,0.25,13.05
2021-10-09 12:02:00+00:00,1.42,1.03,0.1,0.4,0.67,0.22,0.21,12.94
2021-10-09 12:03:00+00:00,1.49,1.07,0.09,0.43,0.71,0.22,0.23,12.94
2021-10-09 12:31:00+00:00,1.4,1.01,0.1,0.38,0.66,0.23,0.21,13.05
2021-10-09 12:33:00+00:00,1.45,1.04,0.09,0.41,0.68,0.22,0.22,13.05
2021-10-09 13:00:00+00:00,1.4,1,0.1,0.38,0.66,0.23,0.2,12.94
2021-10-09 13:02:00+00:00,1.42,1.03,0.1,0.4,0.67,0.22,0.21,12.94
2021-10-09 13:29:00+00:00,1.4,1.01,0.1,0.37,0.66,0.24,0.2,13.11
2021-10-09 13:31:00+00:00,1.4,1.01,0.1,0.38,0.66,0.23,0.21,13.11
2021-10-09 13:59:00+00:00,1.4,1.01,0.1,0.37,0.66,0.25,0.19,13.11
2021-10-09 14:00:00+00:00,1.4,1,0.1,0.38,0.66,0.23,0.2,13.11
2021-10-09 14:28:00+00:00,1.4,1,0.1,0.36,0.66,0.26,0.19,13
2021-10-09 14:29:00+00:00,1.4,1.01,0.1,0.37,0.66,0.24,0.2,13
2021-10-09 14:57:00+00:00,1.38,0.99,0.1,0.35,0.65,0.26,0.18,13.17
2021-10-09 14:59:00+00:00,1.4,1.01,0.1,0.37,0.66,0.25,0.19,13.17
2021-10-09 15:26:00+00:00,1.36,0.97,0.11,0.34,0.64,0.26,0.17,13.11
2021-10-09 15:28:00+00:00,1.4,1,0.1,0.36,0.66,0.26,0.19,13.11
2021-10-09 15:56:00+00:00,1.33,0.95,0.11,0.34,0.63,0.26,0.16,13.17
2021-10-09 15:57:00+00:00,1.38,0.99,0.1,0.35,0.65,0.26,0.18,13.17
2021-10-09 16:25:00+00:00,1.3,0.93,0.11,0.32,0.62,0.26,0.16,13.17
2021-10-09 16:26:00+00:00,1.36,0.97,0.11,0.34,0.64,0.26,0.17,13.17
2021-10-09 16:54:00+00:00,1.3,0.92,0.12,0.32,0.62,0.26,0.15,13
2021-10-09 16:56:00+00:00,1.33,0.95,0.11,0.34,0.63,0.26,0.16,13
2021-10-09 17:23:00+00:00,1.3,0.91,0.11,0.32,0.62,0.26,0.15,13.11
2021-10-09 17:25:00+00:00,1.3,0.93,0.11,0.32,0.62,0.26,0.16,13.11
2021-10-09 17:52:00+00:00,1.29,0.91,0.12,0.32,0.62,0.26,0.15,13.17
2021-10-09 17:54:00+00:00,1.3,0.92,0.12,0.32,0.62,0.26,0.15,13.11
2021-10-09 18:22:00+00:00,1.29,0.92,0.12,0.32,0.62,0.26,0.15,13.05
2021-10-09 18:23:00+00:00,1.3,0.91,0.11,0.32,0.62,0.26,0.15,12.94
2021-10-09 18:51:00+00:00,1.31,0.92,0.12,0.32,0.63,0.26,0.15,13
2021-10-09 18:52:00+00:00,1.29,0.91,0.12,0.32,0.62,0.26,0.15,13
2021-10-09 19:20:00+00:00,1.31,0.93,0.12,0.32,0.63,0.26,0.15,12.94
2021-10-09 19:22:00+00:00,1.29,0.92,0.12,0.32,0.62,0.26,0.15,12.94
2021-10-09 19:49:00+00:00,1.32,0.93,0.12,0.32,0.64,0.26,0.15,12.94
2021-10-09 19:51:00+00:00,1.31,0.92,0.12,0.32,0.63,0.26,0.15,12.94
2021-10-09 20:19:00+00:00,1.32,0.94,0.11,0.33,0.64,0.26,0.15,12.83
2021-10-09 20:20:00+00:00,1.31,0.93,0.12,0.32,0.63,0.26,0.15,12.83
2021-10-09 20:48:00+00:00,1.34,0.93,0.11,0.33,0.64,0.27,0.15,12.71
2021-10-09 20:49:00+00:00,1.32,0.93,0.12,0.32,0.64,0.26,0.15,12.71
2021-10-09 21:17:00+00:00,1.35,0.95,0.11,0.33,0.65,0.27,0.15,12.83
2021-10-09 21:19:00+00:00,1.32,0.94,0.11,0.33,0.64,0.26,0.15,12.83
2021-10-09 21:46:00+00:00,1.37,0.96,0.11,0.34,0.65,0.28,0.16,12.83
2021-10-09 21:48:00+00:00,1.34,0.93,0.11,0.33,0.64,0.27,0.15,12.83
2021-10-09 22:16:00+00:00,1.39,0.98,0.11,0.34,0.66,0.28,0.16,12.71
2021-10-09 22:17:00+00:00,1.35,0.95,0.11,0.33,0.65,0.27,0.15,12.71
2021-10-09 22:45:00+00:00,1.42,0.99,0.11,0.34,0.66,0.29,0.16,12.54
2021-10-09 22:46:00+00:00,1.37,0.96,0.11,0.34,0.65,0.28,0.16,12.54
2021-10-09 23:14:00+00:00,1.45,1.01,0.1,0.34,0.66,0.29,0.17,12.49
2021-10-09 23:16:00+00:00,1.39,0.98,0.11,0.34,0.66,0.28,0.16,12.49
2021-10-09 23:43:00+00:00,1.47,1.02,0.1,0.35,0.66,0.3,0.18,12.49
2021-10-09 23:45:00+00:00,1.42,0.99,0.11,0.34,0.66,0.29,0.16,12.49
2021-10-10 00:13:00+00:00,1.49,1.04,0.1,0.35,0.67,0.3,0.18,12.49
2021-10-10 00:14:00+00:00,1.45,1.01,0.1,0.34,0.66,0.29,0.17,12.49
2021-10-10 00:42:00+00:00,1.5,1.05,0.1,0.35,0.67,0.3,0.18,12.37
2021-10-10 00:43:00+00:00,1.47,1.02,0.1,0.35,0.66,0.3,0.18,12.37
2021-10-10 01:11:00+00:00,1.52,1.06,0.09,0.35,0.67,0.31,0.18,12.2
2021-10-10 01:13:00+00:00,1.49,1.04,0.1,0.35,0.67,0.3,0.18,12.2
2021-10-10 01:40:00+00:00,1.52,1.06,0.09,0.35,0.67,0.31,0.19,12.09
2021-10-10 01:42:00+00:00,1.5,1.05,0.1,0.35,0.67,0.3,0.18,12.09
2021-10-10 02:09:00+00:00,1.53,1.07,0.09,0.35,0.67,0.31,0.19,12.09
2021-10-10 02:11:00+00:00,1.52,1.06,0.09,0.35,0.67,0.31,0.18,12.09
2021-10-10 02:39:00+00:00,1.53,1.07,0.09,0.35,0.66,0.31,0.19,11.92
2021-10-10 02:40:00+00:00,1.52,1.06,0.09,0.35,0.67,0.31,0.19,11.92
2021-10-10 03:08:00+00:00,1.53,1.07,0.09,0.35,0.66,0.31,0.19,11.98
2021-10-10 03:09:00+00:00,1.53,1.07,0.09,0.35,0.67,0.31,0.19,11.98
2021-10-10 03:37:00+00:00,1.53,1.07,0.09,0.34,0.66,0.31,0.19,11.81
2021-10-10 03:39:00+00:00,1.53,1.07,0.09,0.35,0.66,0.31,0.19,11.86
2021-10-10 04:06:00+00:00,1.54,1.07,0.08,0.34,0.66,0.32,0.18,11.81
2021-10-10 04:08:00+00:00,1.53,1.07,0.09,0.35,0.66,0.31,0.19,11.69
2021-10-10 04:36:00+00:00,1.54,1.07,0.08,0.34,0.65,0.32,0.18,11.69
2021-10-10 04:37:00+00:00,1.53,1.07,0.09,0.34,0.66,0.31,0.19,11.69
2021-10-10 05:05:00+00:00,1.53,1.07,0.08,0.33,0.65,0.33,0.18,11.61
2021-10-10 05:06:00+00:00,1.54,1.07,0.08,0.34,0.66,0.32,0.18,11.61
2021-10-10 05:34:00+00:00,1.54,1.08,0.08,0.33,0.65,0.33,0.18,11.61
2021-10-10 05:36:00+00:00,1.54,1.07,0.08,0.34,0.65,0.32,0.18,11.61
2021-10-10 06:03:00+00:00,1.53,1.08,0.08,0.33,0.65,0.33,0.17,11.44
2021-10-10 06:05:00+00:00,1.53,1.07,0.08,0.33,0.65,0.33,0.18,11.44
2021-10-10 06:32:00+00:00,1.53,1.07,0.08,0.33,0.65,0.34,0.17,11.38
2021-10-10 06:34:00+00:00,1.54,1.08,0.08,0.33,0.65,0.33,0.18,11.38
2021-10-10 07:02:00+00:00,1.53,1.07,0.08,0.33,0.65,0.34,0.17,11.38
2021-10-10 07:03:00+00:00,1.53,1.08,0.08,0.33,0.65,0.33,0.17,11.38
2021-10-10 07:31:00+00:00,1.54,1.08,0.08,0.33,0.65,0.33,0.17,11.21
2021-10-10 07:32:00+00:00,1.53,1.07,0.08,0.33,0.65,0.34,0.17,11.21
2021-10-10 08:00:00+00:00,1.54,1.07,0.08,0.33,0.65,0.33,0.17,11.16
2021-10-10 08:02:00+00:00,1.53,1.07,0.08,0.33,0.65,0.34,0.17,11.16
2021-10-10 08:29:00+00:00,1.54,1.08,0.08,0.33,0.65,0.34,0.17,11.02
2021-10-10 08:31:00+00:00,1.54,1.08,0.08,0.33,0.65,0.33,0.17,11.02
2021-10-10 08:59:00+00:00,1.54,1.08,0.08,0.33,0.65,0.33,0.17,10.96
2021-10-10 09:00:00+00:00,1.54,1.07,0.08,0.33,0.65,0.33,0.17,10.96
2021-10-10 09:28:00+00:00,1.54,1.07,0.08,0.33,0.65,0.33,0.17,10.79
2021-10-10 09:29:00+00:00,1.54,1.08,0.08,0.33,0.65,0.34,0.17,10.79
2021-10-10 09:57:00+00:00,1.55,1.08,0.08,0.33,0.65,0.33,0.17,10.85
2021-10-10 09:59:00+00:00,1.54,1.08,0.08,0.33,0.65,0.33,0.17,10.85
2021-10-10 10:26:00+00:00,1.55,1.08,0.08,0.34,0.65,0.33,0.17,10.76
2021-10-10 10:28:00+00:00,1.54,1.07,0.08,0.33,0.65,0.33,0.17,10.76
2021-10-10 10:56:00+00:00,1.55,1.08,0.08,0.33,0.65,0.32,0.17,10.59
2021-10-10 10:57:00+00:00,1.55,1.08,0.08,0.33,0.65,0.33,0.17,10.59
2021-10-10 11:25:00+00:00,1.55,1.08,0.08,0.34,0.65,0.32,0.18,10.39
2021-10-10 11:26:00+00:00,1.55,1.08,0.08,0.34,0.65,0.33,0.17,10.39
2021-10-10 11:54:00+00:00,1.56,1.09,0.08,0.34,0.66,0.32,0.18,10.39
2021-10-10 11:56:00+00:00,1.55,1.08,0.08,0.33,0.65,0.32,0.17,10.39
2021-10-10 12:23:00+00:00,1.57,1.09,0.08,0.34,0.66,0.32,0.18,10.34
2021-10-10 12:25:00+00:00,1.55,1.08,0.08,0.34,0.65,0.32,0.18,10.34
2021-10-10 12:52:00+00:00,1.57,1.1,0.08,0.34,0.66,0.32,0.18,10.34
2021-10-10 12:54:00+00:00,1.56,1.09,0.08,0.34,0.66,0.32,0.18,10.22
2021-10-10 13:22:00+00:00,1.58,1.1,0.08,0.35,0.66,0.32,0.18,10.19
2021-10-10 13:23:00+00:00,1.57,1.09,0.08,0.34,0.66,0.32,0.18,10.14
2021-10-10 13:51:00+00:00,1.58,1.11,0.08,0.35,0.67,0.32,0.19,10.02
2021-10-10 13:52:00+00:00,1.57,1.1,0.08,0.34,0.66,0.32,0.18,10.02
2021-10-10 14:20:00+00:00,1.59,1.1,0.08,0.35,0.67,0.32,0.19,10
2021-10-10 14:22:00+00:00,1.58,1.1,0.08,0.35,0.66,0.32,0.18,10
2021-10-10 14:49:00+00:00,1.59,1.11,0.08,0.35,0.67,0.32,0.19,10.02
2021-10-10 14:51:00+00:00,1.58,1.11,0.08,0.35,0.67,0.32,0.19,10.02
2021-10-10 15:19:00+00:00,1.6,1.12,0.08,0.36,0.68,0.32,0.19,9.8
2021-10-10 15:20:00+00:00,1.59,1.1,0.08,0.35,0.67,0.32,0.19,9.8
2021-10-10 15:48:00+00:00,1.61,1.13,0.08,0.36,0.68,0.31,0.2,9.83
2021-10-10 15:49:00+00:00,1.59,1.11,0.08,0.35,0.67,0.32,0.19,9.83
2021-10-10 16:17:00+00:00,1.62,1.13,0.08,0.36,0.68,0.31,0.2,9.74
2021-10-10 16:19:00+00:00,1.6,1.12,0.08,0.36,0.68,0.32,0.19,9.74
2021-10-10 16:46:00+00:00,1.62,1.13,0.07,0.36,0.68,0.32,0.2,9.63
2021-10-10 16:48:00+00:00,1.61,1.13,0.08,0.36,0.68,0.31,0.2,9.63
2021-10-10 17:16:00+00:00,1.62,1.14,0.08,0.36,0.68,0.32,0.2,9.43
2021-10-10 17:17:00+00:00,1.62,1.13,0.08,0.36,0.68,0.31,0.2,9.43
2021-10-10 17:45:00+00:00,1.64,1.14,0.08,0.37,0.69,0.32,0.2,9.4
2021-10-10 17:46:00+00:00,1.62,1.13,0.07,0.36,0.68,0.32,0.2,9.4
2021-10-10 18:14:00+00:00,1.64,1.15,0.07,0.37,0.69,0.32,0.21,9.34
2021-10-10 18:16:00+00:00,1.62,1.14,0.08,0.36,0.68,0.32,0.2,9.34
2021-10-10 18:43:00+00:00,1.65,1.15,0.07,0.37,0.69,0.32,0.21,9.29
2021-10-10 18:45:00+00:00,1.64,1.14,0.08,0.37,0.69,0.32,0.2,9.29
2021-10-10 19:12:00+00:00,1.65,1.16,0.07,0.37,0.69,0.32,0.21,9.2
2021-10-10 19:14:00+00:00,1.64,1.15,0.07,0.37,0.69,0.32,0.21,9.2
2021-10-10 19:42:00+00:00,1.66,1.16,0.07,0.37,0.7,0.32,0.21,9.15
2021-10-10 19:43:00+00:00,1.65,1.15,0.07,0.37,0.69,0.32,0.21,9.15
2021-10-10 20:11:00+00:00,1.66,1.16,0.07,0.37,0.7,0.32,0.21,9
2021-10-10 20:12:00+00:00,1.65,1.16,0.07,0.37,0.69,0.32,0.21,9
2021-10-10 20:40:00+00:00,1.66,1.16,0.07,0.38,0.7,0.32,0.21,9
2021-10-10 20:42:00+00:00,1.66,1.16,0.07,0.37,0.7,0.32,0.21,9
2021-10-10 21:09:00+00:00,1.67,1.17,0.07,,0.7,0.32,0.21,8.83
2021-10-10 21:11:00+00:00,1.66,1.16,0.07,0.37,0.7,0.32,0.21,8.83
2021-10-10 21:39:00+00:00,1.69,1.17,0.07,0.38,0.7,0.33,0.21,8.78
2021-10-10 21:40:00+00:00,1.66,1.16,0.07,0.38,0.7,0.32,0.21,8.78
2021-10-10 22:08:00+00:00,1.67,1.17,0.07,,0.7,0.32,0.21,8.64
2021-10-10 22:09:00+00:00,1.67,1.17,0.07,,0.7,0.32,0.21,8.64
2021-10-10 22:37:00+00:00,1.68,1.17,0.07,,0.71,0.33,0.21,8.69
2021-10-10 22:39:00+00:00,1.69,1.17,0.07,0.38,0.7,0.33,0.21,8.64
2021-10-10 23:06:00+00:00,1.68,1.17,0.07,,0.71,0.33,0.22,8.44
2021-10-10 23:08:00+00:00,1.67,1.17,0.07,,0.7,0.32,0.21,8.64
2021-10-10 23:36:00+00:00,1.68,1.18,0.07,,0.71,0.33,0.21,8.55
2021-10-10 23:37:00+00:00,1.68,1.17,0.07,,0.71,0.33,0.21,8.55
2021-10-11 00:05:00+00:00,1.68,1.18,0.07,,0.71,0.33,0.21,8.35
2021-10-11 00:06:00+00:00,1.68,1.17,0.07,,0.71,0.33,0.22,8.35
2021-10-11 00:34:00+00:00,1.7,1.18,0.06,0.38,0.71,0.34,0.22,8.35
2021-10-11 00:36:00+00:00,1.68,1.18,0.07,,0.71,0.33,0.21,8.35
2021-10-11 01:03:00+00:00,1.72,1.19,0.07,0.39,0.71,0.35,0.22,8.35
2021-10-11 01:05:00+00:00,1.68,1.18,0.07,,0.71,0.33,0.21,8.35
2021-10-11 01:32:00+00:00,1.71,1.2,0.07,0.39,0.71,0.35,0.22,8.27
2021-10-11 01:34:00+00:00,1.7,1.18,0.06,0.38,0.71,0.34,0.22,8.27
2021-10-11 02:02:00+00:00,1.72,1.2,0.06,0.39,0.71,0.36,0.22,8.21
2021-10-11 02:03:00+00:00,1.72,1.19,0.07,0.39,0.71,0.35,0.22,8.21
2021-10-11 02:31:00+00:00,1.73,1.2,0.07,0.39,0.71,0.36,0.21,8.04
2021-10-11 02:32:00+00:00,1.71,1.2,0.07,0.39,0.71,0.35,0.22,8.04
2021-10-11 03:00:00+00:00,1.73,1.22,0.07,0.39,0.72,0.35,0.22,8.1
2021-10-11 03:02:00+00:00,1.72,1.2,0.06,0.39,0.71,0.36,0.22,8.1
2021-10-11 03:29:00+00:00,1.74,1.21,0.07,0.39,0.72,0.36,0.22,8.04
2021-10-11 03:31:00+00:00,1.73,1.2,0.07,0.39,0.71,0.36,0.21,8.04
2021-10-11 03:59:00+00:00,1.74,1.2,0.07,0.39,0.72,0.36,0.21,7.9
2021-10-11 04:00:00+00:00,1.73,1.22,0.07,0.39,0.72,0.35,0.22,7.9
2021-10-11 04:28:00+00:00,1.73,1.21,0.07,0.39,0.72,0.36,0.22,7.9
2021-10-11 04:29:00+00:00,1.74,1.21,0.07,0.39,0.72,0.36,0.22,7.9
2021-10-11 04:57:00+00:00,1.74,1.21,0.06,0.39,0.72,0.36,0.22,7.73
2021-10-11 04:59:00+00:00,1.74,1.2,0.07,0.39,0.72,0.36,0.21,7.73
2021-10-11 05:26:00+00:00,1.74,1.2,0.06,0.39,0.72,0.35,0.21,7.82
2021-10-11 05:28:00+00:00,1.73,1.21,0.07,0.39,0.72,0.36,0.22,7.82
2021-10-11 05:55:00+00:00,1.74,1.21,0.07,0.39,0.72,0.35,0.21,7.73
2021-10-11 05:57:00+00:00,1.74,1.21,0.06,0.39,0.72,0.36,0.22,7.73
2021-10-11 06:25:00+00:00,1.74,1.21,0.07,0.39,0.72,0.36,0.22,7.65
2021-10-11 06:26:00+00:00,1.74,1.2,0.06,0.39,0.72,0.35,0.21,7.65
2021-10-11 06:54:00+00:00,1.75,1.21,0.06,0.39,0.72,0.36,0.22,7.56
2021-10-11 06:55:00+00:00,1.74,1.21,0.07,0.39,0.72,0.35,0.21,7.56
2021-10-11 07:23:00+00:00,1.75,1.21,0.06,0.39,0.72,0.35,0.22,7.62
2021-10-11 07:25:00+00:00,1.74,1.21,0.07,0.39,0.72,0.36,0.22,7.62
2021-10-11 07:52:00+00:00,1.75,1.21,0.06,0.39,0.72,0.35,0.22,7.39
2021-10-11 07:54:00+00:00,1.75,1.21,0.06,0.39,0.72,0.36,0.22,7.45
2021-10-11 08:22:00+00:00,1.75,1.21,0.06,0.4,0.73,0.35,0.21,7.48
2021-10-11 08:23:00+00:00,1.75,1.21,0.06,0.39,0.72,0.35,0.22,7.39
2021-10-11 08:51:00+00:00,1.75,1.22,0.06,0.39,0.73,0.35,0.22,7.45
2021-10-11 08:52:00+00:00,1.75,1.21,0.06,0.39,0.72,0.35,0.22,7.45
2021-10-11 09:20:00+00:00,1.75,1.23,0.06,0.39,0.73,0.35,0.22,7.28
2021-10-11 09:22:00+00:00,1.75,1.21,0.06,0.4,0.73,0.35,0.21,7.28
2021-10-11 09:49:00+00:00,1.76,1.22,0.06,0.39,0.73,0.35,0.21,7.31
2021-10-11 09:51:00+00:00,1.75,1.22,0.06,0.39,0.73,0.35,0.22,7.31
2021-10-11 10:19:00+00:00,1.77,1.22,0.06,0.39,0.73,0.35,0.22,7.22
2021-10-11 10:20:00+00:00,1.75,1.23,0.06,0.39,0.73,0.35,0.22,7.22
2021-10-11 10:48:00+00:00,1.76,1.22,0.06,0.4,0.73,0.35,0.21,7.22
2021-10-11 10:49:00+00:00,1.76,1.22,0.06,0.39,0.73,0.35,0.21,7.22
2021-10-11 11:17:00+00:00,1.77,1.22,0.06,0.39,0.74,0.35,0.21,7.19
2021-10-11 11:19:00+00:00,1.77,1.22,0.06,0.39,0.73,0.35,0.22,7.19
2021-10-11 11:46:00+00:00,1.77,1.23,0.06,0.39,0.74,0.35,0.22,7.14
2021-10-11 11:48:00+00:00,1.76,1.22,0.06,0.4,0.73,0.35,0.21,7.14
2021-10-11 12:15:00+00:00,1.76,1.23,0.06,0.39,0.74,0.35,0.22,7.11
2021-10-11 12:17:00+00:00,1.77,1.22,0.06,0.39,0.74,0.35,0.21,7.11
2021-10-11 12:45:00+00:00,1.77,1.22,0.06,0.39,0.74,0.35,0.21,7.02
2021-10-11 12:46:00+00:00,1.77,1.23,0.06,0.39,0.74,0.35,0.22,7.02
2021-10-11 13:14:00+00:00,1.78,1.23,0.06,0.4,0.74,0.35,0.22,6.97
2021-10-11 13:15:00+00:00,1.76,1.23,0.06,0.39,0.74,0.35,0.22,6.97
2021-10-11 13:43:00+00:00,1.78,1.24,0.06,0.4,0.74,0.35,0.22,6.94
2021-10-11 13:45:00+00:00,1.77,1.22,0.06,0.39,0.74,0.35,0.21,6.94
2021-10-11 14:12:00+00:00,1.78,1.23,0.06,0.4,0.74,0.35,0.21,6.88
2021-10-11 14:14:00+00:00,1.78,1.23,0.06,0.4,0.74,0.35,0.22,6.88
2021-10-11 14:42:00+00:00,1.79,1.24,0.06,0.4,0.74,0.35,0.22,6.88
2021-10-11 14:43:00+00:00,1.78,1.24,0.06,0.4,0.74,0.35,0.22,6.88
2021-10-11 15:11:00+00:00,1.79,1.24,0.06,0.4,0.74,0.35,0.22,6.82
2021-10-11 15:12:00+00:00,1.78,1.23,0.06,0.4,0.74,0.35,0.21,6.82
2021-10-11 15:40:00+00:00,1.79,1.24,0.06,0.4,0.74,0.35,0.22,6.85
2021-10-11 15:42:00+00:00,1.79,1.24,0.06,0.4,0.74,0.35,0.22,6.85
2021-10-11 16:09:00+00:00,1.8,1.24,0.06,0.4,0.74,0.35,0.22,6.77
2021-10-11 16:11:00+00:00,1.79,1.24,0.06,0.4,0.74,0.35,0.22,6.77
2021-10-11 16:39:00+00:00,1.82,1.25,0.06,0.4,0.74,0.35,0.22,6.74
2021-10-11 16:40:00+00:00,1.79,1.24,0.06,0.4,0.74,0.35,0.22,6.74
2021-10-11 17:08:00+00:00,1.81,1.25,0.06,0.4,0.74,0.35,0.22,6.65
2021-10-11 17:09:00+00:00,1.8,1.24,0.06,0.4,0.74,0.35,0.22,6.65
2021-10-11 17:37:00+00:00,1.81,1.25,0.06,0.4,0.74,0.35,0.22,6.68
2021-10-11 17:39:00+00:00,1.82,1.25,0.06,0.4,0.74,0.35,0.22,6.65
2021-10-11 18:06:00+00:00,1.81,1.26,0.06,0.4,0.74,0.35,0.22,6.65
2021-10-11 18:08:00+00:00,1.81,1.25,0.06,0.4,0.74,0.35,0.22,6.6
2021-10-11 18:37:00+00:00,1.73,1.29,,,0.75,0.36,0.22,6.65
2021-10-11 19:06:00+00:00,1.81,1.25,0.06,0.39,0.74,0.36,0.22,6.77
2021-10-11 19:35:00+00:00,1.81,1.25,0.06,0.39,0.74,0.36,0.22,6.68
2021-10-11 19:37:00+00:00,1.73,1.29,,,0.75,0.36,0.22,6.68
2021-10-11 20:05:00+00:00,1.82,1.26,0.06,0.39,0.74,0.36,0.22,6.65
2021-10-11 20:06:00+00:00,1.81,1.25,0.06,0.39,0.74,0.36,0.22,6.65
2021-10-11 20:34:00+00:00,1.81,1.25,0.06,0.39,0.74,0.36,0.22,6.6
2021-10-11 20:35:00+00:00,1.81,1.25,0.06,0.39,0.74,0.36,0.22,6.6
2021-10-11 21:03:00+00:00,1.8,,0.06,0.39,0.74,0.36,0.22,6.54
2021-10-11 21:05:00+00:00,1.82,1.26,0.06,0.39,0.74,0.36,0.22,6.54
2021-10-11 21:32:00+00:00,1.82,1.26,0.06,0.4,0.74,0.36,0.22,6.48
2021-10-11 21:34:00+00:00,1.81,1.25,0.06,0.39,0.74,0.36,0.22,6.48
2021-10-11 22:02:00+00:00,1.82,1.27,0.06,,0.74,0.36,0.22,6.4
2021-10-11 22:03:00+00:00,1.8,,0.06,0.39,0.74,0.36,0.22,6.4
2021-10-11 22:31:00+00:00,1.82,1.26,0.06,,0.74,0.36,0.22,6.6
2021-10-11 22:32:00+00:00,1.82,1.26,0.06,0.4,0.74,0.36,0.22,6.6
2021-10-11 23:00:00+00:00,1.89,1.3,0.06,,0.73,0.36,0.22,7.22
2021-10-11 23:02:00+00:00,1.82,1.27,0.06,,0.74,0.36,0.22,7.22
2021-10-11 23:29:00+00:00,1.82,1.26,0.06,,0.73,0.36,0.22,7.31
2021-10-11 23:31:00+00:00,1.82,1.26,0.06,,0.74,0.36,0.22,7.31
2021-10-11 23:58:00+00:00,1.81,1.25,0.06,,0.73,0.36,0.22,7.22
2021-10-12 00:00:00+00:00,1.89,1.3,0.06,,0.73,0.36,0.22,7.22
2021-10-12 00:28:00+00:00,1.8,1.25,0.06,,0.72,0.36,0.22,7.14
2021-10-12 00:29:00+00:00,1.82,1.26,0.06,,0.73,0.36,0.22,7.14
2021-10-12 00:57:00+00:00,1.79,1.24,0.06,,0.72,0.35,0.22,7.05
2021-10-12 00:58:00+00:00,1.81,1.25,0.06,,0.73,0.36,0.22,7.05
2021-10-12 01:26:00+00:00,1.79,1.24,0.06,,0.72,0.35,0.22,6.94
2021-10-12 01:28:00+00:00,1.8,1.25,0.06,,0.72,0.36,0.22,6.94
2021-10-12 01:55:00+00:00,1.77,1.22,0.06,,0.72,0.35,0.22,6.85
2021-10-12 01:57:00+00:00,1.79,1.24,0.06,,0.72,0.35,0.22,6.85
2021-10-12 02:25:00+00:00,1.76,1.22,0.06,,0.71,0.35,0.22,6.82
2021-10-12 02:26:00+00:00,1.79,1.24,0.06,,0.72,0.35,0.22,6.82
2021-10-12 02:54:00+00:00,1.77,1.23,0.06,,0.72,0.35,0.22,6.68
2021-10-12 02:55:00+00:00,1.77,1.22,0.06,,0.72,0.35,0.22,6.68
2021-10-12 03:23:00+00:00,1.79,1.26,0.06,,0.72,0.35,0.22,6.7
2021-10-12 03:25:00+00:00,1.76,1.22,0.06,,0.71,0.35,0.22,6.65
2021-10-12 03:52:00+00:00,1.8,1.24,0.06,,0.72,0.35,0.22,6.65
2021-10-12 03:54:00+00:00,1.77,1.23,0.06,,0.72,0.35,0.22,6.6
2021-10-12 04:21:00+00:00,1.81,1.25,0.06,,0.72,0.35,0.22,6.6
2021-10-12 04:23:00+00:00,1.79,1.26,0.06,,0.72,0.35,0.22,6.6
2021-10-12 04:51:00+00:00,1.79,1.24,0.06,,0.73,0.35,0.22,6.57
2021-10-12 04:52:00+00:00,1.8,1.24,0.06,,0.72,0.35,0.22,6.57
2021-10-12 05:20:00+00:00,1.8,1.25,0.06,,0.73,0.35,0.22,6.54
2021-10-12 05:21:00+00:00,1.81,1.25,0.06,,0.72,0.35,0.22,6.54
