Date,D5TE_VWC_30cm_Avg,D5TE_VWC_100cm_Avg,T_tmpr_rh_mean_x,GPP_U05_f,GPP_U50_f,GPP_U95_f,NEE_U05_f,NEE_U50_f,NEE_U95_f,Reco_U05,Reco_U50,Reco_U95,NEE,GPP_DT,Reco_DT,NDVI_peak,theta_mean,vp,t_dew,es,D5TE_VWC_15cm_Avg,Long_dn_corr,D5TE_VWC_5cm_Avg,Short_up_corr,Long_up_corr,shf_Avg(2),Rn_new,wnd_dir_compass,LE_li_wpl,RH_tmpr_rh_mean,rslt_wnd_spd,Hc_li,VPD,T_tmpr_rh_mean_y,Short_dn_corr,Precip_Tot,DOY_x,H_corr,ebr_corr,LE_corr,ebr,ET,ET_corr
2016-05-01,0.316625,0.35954166666666665,12.624588020833334,2.357012536346971,3.0063049499660344,3.3772335117240435,2.360013822343806,2.2134178954776367,3.316063824965557,4.71702635869077,5.219722845443669,6.693297336689603,0.9292271399999998,0.8654513682379531,5.631217907379875,0.3226,0.326953125,1.4400095298030269,12.089698683788706,1.4719960089696935,0.3179166666666667,385.2360322916666,0.3359895833333333,105.29327986782016,373.83698125,2.150869334375,81.29391401327459,119.34116162947367,,98.14856791666666,,,0.0319864791666666,12.624588020833334,12.600314812878915,8.382,122,,0.9702202697136744,,,,
2016-05-02,0.3163958333333333,0.36201041666666667,10.3739440625,1.9247972694329434,2.243934477129235,2.9398367050339527,2.3102937357170683,2.4250957130011743,3.0388338297232993,4.235091005150011,4.6690301901304005,5.978670534757245,1.8022095000000002,0.8500582989793168,4.559794336940662,0.32399999999999995,0.32240625,1.085430356239748,7.956426538522034,1.2661984614480817,0.3134166666666667,372.82430208333335,0.3313958333333333,109.42691022259542,348.12115312500003,-8.529965405937501,70.19865740926208,171.390082403125,51.33658700449438,86.89052468749999,4.549852125,18.9797518,0.1807681052083333,10.3739440625,14.525103855,0.0,123,19.562312180512567,0.9702202697136744,52.912301058855974,0.8931483403380314,1.7910229632805528,1.8459962332152768
2016-05-03,0.31002083333333336,0.3622604166666667,12.589287885416667,-0.548743904974796,-0.06810576771242109,1.1106873860076956,5.271462057975357,5.29627596287643,5.594532595772726,4.722718153000557,5.228170195164009,6.705219981780423,4.90200984,0.5335949848057279,5.671818521915936,0.34959999999999997,0.3091614583333333,0.9089487031360534,5.38213934862529,1.4954505239693867,0.3045625,379.2839489583334,0.3137604166666666,219.25575186235028,311.95067083333333,-3.97019822421875,116.55580111235028,253.86528684375,86.17948300364583,64.66879114583334,4.675493760416667,22.56863418104167,0.5865018208333334,12.589287885416669,35.366672625,0.0,124,24.105355492649917,0.936249796769153,92.04753186706937,0.9022793238246316,3.012980034862263,3.218136917369244
2016-05-04,0.30807291666666664,0.36199999999999993,11.705526802083334,1.3740848404934947,1.6313077999932997,2.573994082028918,3.124983445862328,3.3017157442570038,3.806625121652218,4.499068286355819,4.933023544250298,6.380619203681138,3.0435555599999997,0.6913909238452842,5.05537567354019,0.367,0.3105729166666667,1.0165926621434045,6.955563610519053,1.3777913100600712,0.3056354166666666,374.95729687500005,0.3155104166666667,196.3235422812513,327.1905770833333,-6.371248548604167,119.7655069958346,273.46214224375,73.62206866875,74.3915571875,7.325842697916666,9.457863039583334,0.3611986479166666,11.705526802083334,28.79131549375,5.334,125,10.482189705392804,0.9022793238246316,81.59565084199946,0.6586496644038363,2.571780238847531,2.850314942324209
2016-05-05,0.30540625,0.36153125,11.08107646875,0.5611699748450951,0.772780896070517,1.924951208367105,3.4680705213245546,3.565680563157821,3.8579339050309693,4.029240496169647,4.338461459228338,5.782885113398075,2.71480086,0.3998060687118789,4.920223825348172,0.38499999999999995,0.2981197916666666,0.8607434289870177,4.571549529870626,1.3883204289870177,0.2998958333333333,377.8377229166667,0.2963437499999999,260.2250603614388,300.709384375,-6.610730321875,132.35806836445963,142.68803867708334,70.00465666458334,67.89523166666667,5.504538541666666,42.16723134164583,0.527577,11.08107646875,50.738653455312495,0.0,126,42.75989360381012,0.9861397629363726,70.98857514490079,0.8071731861150461,2.443959308065114,2.478309261952763
2016-05-06,0.3054895833333333,0.361,17.796756625,2.2578233823766007,0.7487977235264232,2.0656899672339892,2.486230031228525,4.371106906902251,4.908797542872599,4.744053413605126,5.119904630428673,6.974487510106591,2.59993476,0.15824592544036892,7.145370604443611,0.3848,0.2875,0.9407790130675172,5.857106787100437,2.150900209942517,0.2999166666666666,405.618746875,0.2750833333333333,228.01423492034397,329.03480520833335,7.196314907083333,100.070011260969,254.20178416666667,58.05057253096874,49.585065729166665,4.459139505208333,51.48512820604167,1.210121196875,17.796756625,51.36028199270834,0.0,127,56.32635639165528,0.9140503931773788,63.509159849684096,1.1794049880348887,2.039693563072434,2.231489180790293
2016-05-07,0.306875,0.36024999999999996,18.45480291666667,0.041577671997564784,-1.153220186153495,-0.17343320190212724,4.191418450130118,5.681472381169995,6.48211008481439,4.232996122127686,4.528252195016496,6.308676882912267,4.387092839999999,0.11867990807268256,6.8250049835589275,0.3738,0.2734010416666667,1.223296870950402,9.311128647055025,2.154899425117069,0.2989583333333333,409.27260520833335,0.24784375,157.5753740741393,358.04401354166663,12.065023463427083,72.59707422934761,213.5613659375,45.869179564583334,57.013069270833334,7.252090770833333,31.569663114583335,0.9316025541666666,18.45480291666667,33.749708178125,0.508,128,34.538208560736315,0.9140503931773788,50.182331200728505,1.2793031410520894,1.6127010741339276,1.764345911528939
2016-05-08,0.3045104166666667,0.36000000000000004,13.99652375,-1.8626780958765712,-2.1519865652980923,-2.5528980215720973,4.842379389420092,5.276858020812787,7.038187539285128,2.97970129354352,3.1248714555146826,4.485289517713029,6.912562679999999,0.08864938983515437,5.254453086748238,0.35279999999999995,0.2615885416666667,1.013870703822482,6.498643793462151,1.6116728298641487,0.2915312499999999,387.2781406250001,0.2316458333333333,118.02640273101925,355.6747447916667,-1.2702298708333333,66.82586430445674,156.40523645833335,63.33162888815629,63.120133333333335,3.27938201875,12.014028727741549,0.5978021260416667,13.99652375,19.597142593229165,3.302,129,13.315198974986831,0.9022793238246316,70.19071280465862,1.1064607820522898,2.2171613717432477,2.457289348430396
2016-05-09,0.3078125,0.3599895833333333,14.959448854166666,1.1787500747462498,1.34734603471411,1.9589858160508005,1.3637063462834396,1.2711294885746205,1.9781353954174405,2.5424564210296876,2.6184755232887196,3.9371212114682415,1.1122207200000003,0.014651802555741552,5.73473790009126,0.3316,0.3001875,1.5806762449370315,13.46097214219882,1.7215600053536984,0.3116145833333333,391.90249166666666,0.2887604166666667,64.5814286342226,382.0233885416667,2.080677034375,45.52932086338927,128.33974968750002,,92.5124775,6.916242635416666,,0.1408837604166666,14.959448854166666,9.173004645833332,19.812,130,,0.8986447539346102,,,,
2016-05-10,0.327875,0.3834583333333333,18.284773229166667,3.523722746095283,2.421422366093873,3.415825877073039,0.16835068672333708,0.9820482759104564,1.2744961507784598,3.692073432818624,3.4034706420043297,4.6903220278514945,2.3995132199999993,0.024834708142678533,7.297400582586575,0.33740000000000003,0.3421770833333333,1.8487174309446104,15.952774307345358,2.1089186809446105,0.3308229166666667,409.486840625,0.35353125,109.95579167772011,391.55911145833335,14.013735427083333,75.55612651667848,187.0286210526316,111.84035271354166,88.3749946875,5.870102817708333,,0.26020125,18.284773229166667,16.471935994375,23.114,131,,0.9022793238246316,123.95313708338853,,3.931520019238945,4.357320305838107
2016-05-11,0.32086458333333334,0.3936145833333333,18.56516739583333,3.030865658192833,4.026233264282646,4.650024398769132,3.610706927095489,3.7475029066386547,4.354622171675664,6.64157258528832,7.773736170921301,9.004646570444793,5.367811679999999,0.045844186884478416,8.269863411500479,0.3278,0.3315416666666667,1.8908565590477473,16.25513489453378,2.170073579881081,0.3208229166666667,412.77709375,0.3422604166666667,203.548945012465,381.4543364583334,13.592224526041669,143.87455958236083,159.80502385416665,,89.00838791666666,4.6601524375,,0.2792170208333333,18.56516739583333,28.3516281384375,6.8580000000000005,132,,0.8950101840445887,,,,
2016-05-12,0.32616666666666666,0.39195833333333335,17.555984374999998,4.784009052076809,7.380838004411156,8.675497448343858,4.275430697205721,4.153036933996877,4.138621536260061,9.059439749282532,11.533874938408038,12.81411898460393,5.2798796999999995,0.02228821222438413,8.832300725912248,0.36360000000000003,0.3358072916666666,1.6322189032046668,13.825538229324168,2.010989611538,0.32509375,402.30831770833333,0.3465208333333333,98.31579049744056,360.935496875,3.9510797377083335,38.17285589744058,266.41610833333334,82.03585096543452,81.30068312499999,7.246187166666666,1.0375313934523809,0.3787707083333333,17.555984374999998,18.770113766666665,3.302,133,1.1592397627965894,0.8950101840445887,91.65912570369989,2.42750060578787,2.881785935913258,3.2198359161572276
2016-05-13,0.3151979166666667,0.37413541666666666,14.320493135416667,3.3999493774886305,2.534469707838709,3.3020398198729155,5.2344118549413965,8.546825676836761,9.680803924281838,8.634361232430026,11.081295384675466,12.982843744154753,2.6031034800000006,0.06200576138378249,7.86394839321158,0.41400000000000003,0.3128229166666667,1.1335641062982236,8.477253454680733,1.6680121146315567,0.3116458333333333,393.58444375,0.314,275.75984131604866,322.67243229166667,-7.063548392708333,159.63794732334034,269.44924791666665,119.02553185416669,70.66953989583334,6.5252785625,35.310290715625,0.5344480083333333,14.320493135416667,45.209882534375,6.096,134,38.13941687971619,0.9258214625301258,128.5620788363325,0.9258214625301258,4.1682273373707,4.502193463931571
2016-05-14,0.31507291666666665,0.3674270833333333,7.735190947916667,-2.7091865413131653,-0.8361649666062685,0.9481821263813147,8.86011767338454,8.961804384610048,9.14757419693233,6.150931132071378,8.125639418003779,10.095756323313646,7.99071966,0.049129369276920846,5.166867287317684,0.43620000000000003,0.3124739583333333,0.6837467752623895,1.2802987962802224,1.0606616721373894,0.3101354166666666,357.23258645833334,0.3148125,217.75429057327628,296.02620833333333,,122.73761308817208,307.8739125,124.65604425,65.39079666666667,9.2838345,36.84331881145833,0.3769148968749999,7.735190947916667,33.81029936010417,0.0,135,41.165250930399274,0.8950101840445887,139.2789115389437,1.0675987268575289,4.338067743022112,4.846947912277603
2016-05-15,0.3078125,0.36516666666666664,9.565684124999999,2.4410161537715522,4.462457873108314,6.180702321939787,4.227135214058241,4.749421766057178,4.943998301672273,6.668151367829791,9.211879639165494,11.124700623612055,3.3699337199999997,0.06971189909610792,4.704651447416678,0.4478,0.2927604166666667,0.5906474382583614,-0.8078712642213167,1.209546989300028,0.3014270833333333,372.7582395833333,0.28409375,309.34241382440274,278.19201354166665,-13.420840672916666,147.88290966190274,294.099553125,89.52126182322917,51.82413208333333,5.456135044791666,51.665679176041664,0.6188995510416667,9.565684125,66.89327812083333,0.0,136,58.369525768505675,0.8851481744249292,101.13703491665687,0.8752861648052699,3.1207992654479386,3.5257365440260746
2016-05-16,0.30695833333333333,0.3635208333333333,12.484223708333333,4.466196278504952,5.7686117771892285,4.670974376050604,3.0896006908297236,4.52850186267833,5.369626406514171,7.555796969334674,10.29711363986756,10.040600782564775,2.90017098,0.047963297467457554,4.2123135995701375,0.48819999999999997,0.278125,0.8174051292065281,3.7363113323743664,1.475806435456528,0.2997291666666666,382.936103125,0.2565208333333333,212.00757691664276,324.5858,-3.671993604166666,111.86503035726776,216.422103125,59.72732727239583,56.77883229166667,5.3280220625,43.67948580729166,0.6584013062499999,12.484223708333332,41.792243434375,1.27,137,50.11673837038951,0.871554838315233,68.52962618835585,0.8950101840445887,2.0879584883287503,2.3956708132845637
2016-05-17,0.30514583333333334,0.3624479166666667,11.738315427083334,-3.822739732737862,-3.4238344913748047,-7.356060389620401,10.706923939869815,11.74139000017957,14.152233820005494,6.884184207131951,8.31755550880476,6.796173430385086,6.99019632,0.30606932405047793,3.633963002312177,0.46719999999999995,0.2695833333333333,1.138200161403398,8.643625572941035,1.3828921759867312,0.29809375,376.19662604166666,0.2410729166666666,90.56224808675168,349.1342635416667,-4.468843448125,51.03415522946,115.08259772916666,69.09223288968751,82.87173760416667,3.845734260416666,4.673225514270833,0.2446920145833333,11.738315427083334,12.465730357291667,1.27,138,5.339083036129692,0.8752861648052699,78.93673597029706,1.329035550537717,2.4136186896384424,2.757519525257679
